"","Kod","Nazwa","rok","WYPADKI_DROGOWE_CTAB_ofiary_smiertelne_na_100_wypadkow_osoba"
"21734",661000,"Powiat m.Biała Podlaska",2005,NA
"21735",662000,"Powiat m.Chełm",2005,NA
"21736",663000,"Powiat m.Lublin",2005,NA
"21737",664000,"Powiat m.Zamość",2005,NA
"21738",801000,"Powiat gorzowski",2005,NA
"21739",802000,"Powiat krośnieński",2005,NA
"21740",803000,"Powiat międzyrzecki",2005,NA
"21741",804000,"Powiat nowosolski",2005,NA
"21742",805000,"Powiat słubicki",2005,NA
"21743",806000,"Powiat strzelecko-drezdenecki",2005,NA
"21744",807000,"Powiat sulęciński",2005,NA
"21745",808000,"Powiat świebodziński",2005,NA
"21746",809000,"Powiat zielonogórski",2005,NA
"21747",810000,"Powiat żagański",2005,NA
"21748",811000,"Powiat żarski",2005,NA
"21749",812000,"Powiat wschowski",2005,NA
"21750",861000,"Powiat m.Gorzów Wielkopolski",2005,NA
"21751",862000,"Powiat m.Zielona Góra",2005,NA
"21752",1001000,"Powiat bełchatowski",2005,NA
"21753",1002000,"Powiat kutnowski",2005,NA
"21754",1003000,"Powiat łaski",2005,NA
"21755",1004000,"Powiat łęczycki",2005,NA
"21756",1005000,"Powiat łowicki",2005,NA
"21757",1006000,"Powiat łódzki wschodni",2005,NA
"21758",1007000,"Powiat opoczyński",2005,NA
"21759",1008000,"Powiat pabianicki",2005,NA
"21760",1009000,"Powiat pajęczański",2005,NA
"21761",1010000,"Powiat piotrkowski",2005,NA
"21762",1011000,"Powiat poddębicki",2005,NA
"21763",1012000,"Powiat radomszczański",2005,NA
"21764",1013000,"Powiat rawski",2005,NA
"21765",1014000,"Powiat sieradzki",2005,NA
"21766",1015000,"Powiat skierniewicki",2005,NA
"21767",1016000,"Powiat tomaszowski",2005,NA
"21768",1017000,"Powiat wieluński",2005,NA
"21769",1018000,"Powiat wieruszowski",2005,NA
"21770",1019000,"Powiat zduńskowolski",2005,NA
"21771",1020000,"Powiat zgierski",2005,NA
"21772",1021000,"Powiat brzeziński",2005,NA
"21773",1061000,"Powiat m.Łódź",2005,NA
"21774",1062000,"Powiat m.Piotrków Trybunalski",2005,NA
"21775",1063000,"Powiat m.Skierniewice",2005,NA
"21776",1201000,"Powiat bocheński",2005,NA
"21777",1202000,"Powiat brzeski",2005,NA
"21778",1203000,"Powiat chrzanowski",2005,NA
"21779",1204000,"Powiat dąbrowski",2005,NA
"21780",1205000,"Powiat gorlicki",2005,NA
"21781",1206000,"Powiat krakowski",2005,NA
"21782",1207000,"Powiat limanowski",2005,NA
"21783",1208000,"Powiat miechowski",2005,NA
"21784",1209000,"Powiat myślenicki",2005,NA
"21785",1210000,"Powiat nowosądecki",2005,NA
"21786",1211000,"Powiat nowotarski",2005,NA
"21787",1212000,"Powiat olkuski",2005,NA
"21788",1213000,"Powiat oświęcimski",2005,NA
"21789",1214000,"Powiat proszowicki",2005,NA
"21790",1215000,"Powiat suski",2005,NA
"21791",1216000,"Powiat tarnowski",2005,NA
"21792",1217000,"Powiat tatrzański",2005,NA
"21793",1218000,"Powiat wadowicki",2005,NA
"21794",1219000,"Powiat wielicki",2005,NA
"21795",1261000,"Powiat m.Kraków",2005,NA
"21796",1262000,"Powiat m.Nowy Sącz",2005,NA
"21797",1263000,"Powiat m.Tarnów",2005,NA
"21798",1401000,"Powiat białobrzeski",2005,NA
"21799",1402000,"Powiat ciechanowski",2005,NA
"21800",1403000,"Powiat garwoliński",2005,NA
"21801",1404000,"Powiat gostyniński",2005,NA
"21802",1405000,"Powiat grodziski",2005,NA
"21803",1406000,"Powiat grójecki",2005,NA
"21804",1407000,"Powiat kozienicki",2005,NA
"21805",1408000,"Powiat legionowski",2005,NA
"21806",1409000,"Powiat lipski",2005,NA
"21807",1410000,"Powiat łosicki",2005,NA
"21808",1411000,"Powiat makowski",2005,NA
"21809",1412000,"Powiat miński",2005,NA
"21810",1413000,"Powiat mławski",2005,NA
"21811",1414000,"Powiat nowodworski",2005,NA
"21812",1415000,"Powiat ostrołęcki",2005,NA
"21813",1416000,"Powiat ostrowski",2005,NA
"21814",1417000,"Powiat otwocki",2005,NA
"21815",1418000,"Powiat piaseczyński",2005,NA
"21816",1419000,"Powiat płocki",2005,NA
"21817",1420000,"Powiat płoński",2005,NA
"21818",1421000,"Powiat pruszkowski",2005,NA
"21819",1422000,"Powiat przasnyski",2005,NA
"21820",1423000,"Powiat przysuski",2005,NA
"21821",1424000,"Powiat pułtuski",2005,NA
"21822",1425000,"Powiat radomski",2005,NA
"21823",1426000,"Powiat siedlecki",2005,NA
"21824",1427000,"Powiat sierpecki",2005,NA
"21825",1428000,"Powiat sochaczewski",2005,NA
"21826",1429000,"Powiat sokołowski",2005,NA
"21827",1430000,"Powiat szydłowiecki",2005,NA
"21828",1432000,"Powiat warszawski zachodni",2005,NA
"21829",1433000,"Powiat węgrowski",2005,NA
"21830",1434000,"Powiat wołomiński",2005,NA
"21831",1435000,"Powiat wyszkowski",2005,NA
"21832",1436000,"Powiat zwoleński",2005,NA
"21833",1437000,"Powiat żuromiński",2005,NA
"21834",1438000,"Powiat żyrardowski",2005,NA
"21835",1461000,"Powiat m.Ostrołęka",2005,NA
"21836",1462000,"Powiat m.Płock",2005,NA
"21837",1463000,"Powiat m.Radom",2005,NA
"21838",1464000,"Powiat m.Siedlce",2005,NA
"21839",1465000,"Powiat m. st. Warszawa",2005,NA
"21840",1601000,"Powiat brzeski",2005,NA
"21841",1602000,"Powiat głubczycki",2005,NA
"21842",1603000,"Powiat kędzierzyńsko-kozielski",2005,NA
"21843",1604000,"Powiat kluczborski",2005,NA
"21844",1605000,"Powiat krapkowicki",2005,NA
"21845",1606000,"Powiat namysłowski",2005,NA
"21846",1607000,"Powiat nyski",2005,NA
"21847",1608000,"Powiat oleski",2005,NA
"21848",1609000,"Powiat opolski",2005,NA
"21849",1610000,"Powiat prudnicki",2005,NA
"21850",1611000,"Powiat strzelecki",2005,NA
"21851",1661000,"Powiat m.Opole",2005,NA
"21852",1801000,"Powiat bieszczadzki",2005,NA
"21853",1802000,"Powiat brzozowski",2005,NA
"21854",1803000,"Powiat dębicki",2005,NA
"21855",1804000,"Powiat jarosławski",2005,NA
"21856",1805000,"Powiat jasielski",2005,NA
"21857",1806000,"Powiat kolbuszowski",2005,NA
"21858",1807000,"Powiat krośnieński",2005,NA
"21859",1808000,"Powiat leżajski",2005,NA
"21860",1809000,"Powiat lubaczowski",2005,NA
"21861",1810000,"Powiat łańcucki",2005,NA
"21862",1811000,"Powiat mielecki",2005,NA
"21863",1812000,"Powiat niżański",2005,NA
"21864",1813000,"Powiat przemyski",2005,NA
"21865",1814000,"Powiat przeworski",2005,NA
"21866",1815000,"Powiat ropczycko-sędziszowski",2005,NA
"21867",1816000,"Powiat rzeszowski",2005,NA
"21868",1817000,"Powiat sanocki",2005,NA
"21869",1818000,"Powiat stalowowolski",2005,NA
"21870",1819000,"Powiat strzyżowski",2005,NA
"21871",1820000,"Powiat tarnobrzeski",2005,NA
"21872",1821000,"Powiat leski",2005,NA
"21873",1861000,"Powiat m.Krosno",2005,NA
"21874",1862000,"Powiat m.Przemyśl",2005,NA
"21875",1863000,"Powiat m.Rzeszów",2005,NA
"21876",1864000,"Powiat m.Tarnobrzeg",2005,NA
"21877",2001000,"Powiat augustowski",2005,NA
"21878",2002000,"Powiat białostocki",2005,NA
"21879",2003000,"Powiat bielski",2005,NA
"21880",2004000,"Powiat grajewski",2005,NA
"21881",2005000,"Powiat hajnowski",2005,NA
"21882",2006000,"Powiat kolneński",2005,NA
"21883",2007000,"Powiat łomżyński",2005,NA
"21884",2008000,"Powiat moniecki",2005,NA
"21885",2009000,"Powiat sejneński",2005,NA
"21886",2010000,"Powiat siemiatycki",2005,NA
"21887",2011000,"Powiat sokólski",2005,NA
"21888",2012000,"Powiat suwalski",2005,NA
"21889",2013000,"Powiat wysokomazowiecki",2005,NA
"21890",2014000,"Powiat zambrowski",2005,NA
"21891",2061000,"Powiat m.Białystok",2005,NA
"21892",2062000,"Powiat m.Łomża",2005,NA
"21893",2063000,"Powiat m.Suwałki",2005,NA
"21894",2201000,"Powiat bytowski",2005,NA
"21895",2202000,"Powiat chojnicki",2005,NA
"21896",2203000,"Powiat człuchowski",2005,NA
"21897",2204000,"Powiat gdański",2005,NA
"21898",2205000,"Powiat kartuski",2005,NA
"21899",2206000,"Powiat kościerski",2005,NA
"21900",2207000,"Powiat kwidzyński",2005,NA
"21901",2208000,"Powiat lęborski",2005,NA
"21902",2209000,"Powiat malborski",2005,NA
"21903",2210000,"Powiat nowodworski",2005,NA
"21904",2211000,"Powiat pucki",2005,NA
"21905",2212000,"Powiat słupski",2005,NA
"21906",2213000,"Powiat starogardzki",2005,NA
"21907",2214000,"Powiat tczewski",2005,NA
"21908",2215000,"Powiat wejherowski",2005,NA
"21909",2216000,"Powiat sztumski",2005,NA
"21910",2261000,"Powiat m.Gdańsk",2005,NA
"21911",2262000,"Powiat m.Gdynia",2005,NA
"21912",2263000,"Powiat m.Słupsk",2005,NA
"21913",2264000,"Powiat m.Sopot",2005,NA
"21914",2401000,"Powiat będziński",2005,NA
"21915",2402000,"Powiat bielski",2005,NA
"21916",2403000,"Powiat cieszyński",2005,NA
"21917",2404000,"Powiat częstochowski",2005,NA
"21918",2405000,"Powiat gliwicki",2005,NA
"21919",2406000,"Powiat kłobucki",2005,NA
"21920",2407000,"Powiat lubliniecki",2005,NA
"21921",2408000,"Powiat mikołowski",2005,NA
"21922",2409000,"Powiat myszkowski",2005,NA
"21923",2410000,"Powiat pszczyński",2005,NA
"21924",2411000,"Powiat raciborski",2005,NA
"21925",2412000,"Powiat rybnicki",2005,NA
"21926",2413000,"Powiat tarnogórski",2005,NA
"21927",2414000,"Powiat bieruńsko-lędziński",2005,NA
"21928",2415000,"Powiat wodzisławski",2005,NA
"21929",2416000,"Powiat zawierciański",2005,NA
"21930",2417000,"Powiat żywiecki",2005,NA
"21931",2461000,"Powiat m.Bielsko-Biała",2005,NA
"21932",2462000,"Powiat m.Bytom",2005,NA
"21933",2463000,"Powiat m.Chorzów",2005,NA
"21934",2464000,"Powiat m.Częstochowa",2005,NA
"21935",2465000,"Powiat m.Dąbrowa Górnicza",2005,NA
"21936",2466000,"Powiat m.Gliwice",2005,NA
"21937",2467000,"Powiat m.Jastrzębie-Zdrój",2005,NA
"21938",2468000,"Powiat m.Jaworzno",2005,NA
"21939",2469000,"Powiat m.Katowice",2005,NA
"21940",2470000,"Powiat m.Mysłowice",2005,NA
"21941",2471000,"Powiat m.Piekary Śląskie",2005,NA
"21942",2472000,"Powiat m.Ruda Śląska",2005,NA
"21943",2473000,"Powiat m.Rybnik",2005,NA
"21944",2474000,"Powiat m.Siemianowice Śląskie",2005,NA
"21945",2475000,"Powiat m.Sosnowiec",2005,NA
"21946",2476000,"Powiat m.Świętochłowice",2005,NA
"21947",2477000,"Powiat m.Tychy",2005,NA
"21948",2478000,"Powiat m.Zabrze",2005,NA
"21949",2479000,"Powiat m.Żory",2005,NA
"21950",2601000,"Powiat buski",2005,NA
"21951",2602000,"Powiat jędrzejowski",2005,NA
"21952",2603000,"Powiat kazimierski",2005,NA
"21953",2604000,"Powiat kielecki",2005,NA
"21954",2605000,"Powiat konecki",2005,NA
"21955",2606000,"Powiat opatowski",2005,NA
"21956",2607000,"Powiat ostrowiecki",2005,NA
"21957",2608000,"Powiat pińczowski",2005,NA
"21958",2609000,"Powiat sandomierski",2005,NA
"21959",2610000,"Powiat skarżyski",2005,NA
"21960",2611000,"Powiat starachowicki",2005,NA
"21961",2612000,"Powiat staszowski",2005,NA
"21962",2613000,"Powiat włoszczowski",2005,NA
"21963",2661000,"Powiat m.Kielce",2005,NA
"21964",2801000,"Powiat bartoszycki",2005,NA
"21965",2802000,"Powiat braniewski",2005,NA
"21966",2803000,"Powiat działdowski",2005,NA
"21967",2804000,"Powiat elbląski",2005,NA
"21968",2805000,"Powiat ełcki",2005,NA
"21969",2806000,"Powiat giżycki",2005,NA
"21970",2807000,"Powiat iławski",2005,NA
"21971",2808000,"Powiat kętrzyński",2005,NA
"21972",2809000,"Powiat lidzbarski",2005,NA
"21973",2810000,"Powiat mrągowski",2005,NA
"21974",2811000,"Powiat nidzicki",2005,NA
"21975",2812000,"Powiat nowomiejski",2005,NA
"21976",2813000,"Powiat olecki",2005,NA
"21977",2814000,"Powiat olsztyński",2005,NA
"21978",2815000,"Powiat ostródzki",2005,NA
"21979",2816000,"Powiat piski",2005,NA
"21980",2817000,"Powiat szczycieński",2005,NA
"21981",2818000,"Powiat gołdapski",2005,NA
"21982",2819000,"Powiat węgorzewski",2005,NA
"21983",2861000,"Powiat m.Elbląg",2005,NA
"21984",2862000,"Powiat m.Olsztyn",2005,NA
"21985",3001000,"Powiat chodzieski",2005,NA
"21986",3002000,"Powiat czarnkowsko-trzcianecki",2005,NA
"21987",3003000,"Powiat gnieźnieński",2005,NA
"21988",3004000,"Powiat gostyński",2005,NA
"21989",3005000,"Powiat grodziski",2005,NA
"21990",3006000,"Powiat jarociński",2005,NA
"21991",3007000,"Powiat kaliski",2005,NA
"21992",3008000,"Powiat kępiński",2005,NA
"21993",3009000,"Powiat kolski",2005,NA
"21994",3010000,"Powiat koniński",2005,NA
"21995",3011000,"Powiat kościański",2005,NA
"21996",3012000,"Powiat krotoszyński",2005,NA
"21997",3013000,"Powiat leszczyński",2005,NA
"21998",3014000,"Powiat międzychodzki",2005,NA
"21999",3015000,"Powiat nowotomyski",2005,NA
"22000",3016000,"Powiat obornicki",2005,NA
"22001",3017000,"Powiat ostrowski",2005,NA
"22002",3018000,"Powiat ostrzeszowski",2005,NA
"22003",3019000,"Powiat pilski",2005,NA
"22004",3020000,"Powiat pleszewski",2005,NA
"22005",3021000,"Powiat poznański",2005,NA
"22006",3022000,"Powiat rawicki",2005,NA
"22007",3023000,"Powiat słupecki",2005,NA
"22008",3024000,"Powiat szamotulski",2005,NA
"22009",3025000,"Powiat średzki",2005,NA
"22010",3026000,"Powiat śremski",2005,NA
"22011",3027000,"Powiat turecki",2005,NA
"22012",3028000,"Powiat wągrowiecki",2005,NA
"22013",3029000,"Powiat wolsztyński",2005,NA
"22014",3030000,"Powiat wrzesiński",2005,NA
"22015",3031000,"Powiat złotowski",2005,NA
"22016",3061000,"Powiat m.Kalisz",2005,NA
"22017",3062000,"Powiat m.Konin",2005,NA
"22018",3063000,"Powiat m.Leszno",2005,NA
"22019",3064000,"Powiat m.Poznań",2005,NA
"22020",3201000,"Powiat białogardzki",2005,NA
"22021",3202000,"Powiat choszczeński",2005,NA
"22022",3203000,"Powiat drawski",2005,NA
"22023",3204000,"Powiat goleniowski",2005,NA
"22024",3205000,"Powiat gryficki",2005,NA
"22025",3206000,"Powiat gryfiński",2005,NA
"22026",3207000,"Powiat kamieński",2005,NA
"22027",3208000,"Powiat kołobrzeski",2005,NA
"22028",3209000,"Powiat koszaliński",2005,NA
"22029",3210000,"Powiat myśliborski",2005,NA
"22030",3211000,"Powiat policki",2005,NA
"22031",3212000,"Powiat pyrzycki",2005,NA
"22032",3213000,"Powiat sławieński",2005,NA
"22033",3214000,"Powiat stargardzki",2005,NA
"22034",3215000,"Powiat szczecinecki",2005,NA
"22035",3216000,"Powiat świdwiński",2005,NA
"22036",3217000,"Powiat wałecki",2005,NA
"22037",3218000,"Powiat łobeski",2005,NA
"22038",3261000,"Powiat m.Koszalin",2005,NA
"22039",3262000,"Powiat m.Szczecin",2005,NA
"22040",3263000,"Powiat m.Świnoujście",2005,NA
"22041",201000,"Powiat bolesławiecki",2006,NA
"22042",202000,"Powiat dzierżoniowski",2006,NA
"22043",203000,"Powiat głogowski",2006,NA
"22044",204000,"Powiat górowski",2006,NA
"22045",205000,"Powiat jaworski",2006,NA
"22046",206000,"Powiat jeleniogórski",2006,NA
"22047",207000,"Powiat kamiennogórski",2006,NA
"22048",208000,"Powiat kłodzki",2006,NA
"22049",209000,"Powiat legnicki",2006,NA
"22050",210000,"Powiat lubański",2006,NA
"22051",211000,"Powiat lubiński",2006,NA
"22052",212000,"Powiat lwówecki",2006,NA
"22053",213000,"Powiat milicki",2006,NA
"22054",214000,"Powiat oleśnicki",2006,NA
"22055",215000,"Powiat oławski",2006,NA
"22056",216000,"Powiat polkowicki",2006,NA
"22057",217000,"Powiat strzeliński",2006,NA
"22058",218000,"Powiat średzki",2006,NA
"22059",219000,"Powiat świdnicki",2006,NA
"22060",220000,"Powiat trzebnicki",2006,NA
"22061",221000,"Powiat wałbrzyski",2006,NA
"22062",222000,"Powiat wołowski",2006,NA
"22063",223000,"Powiat wrocławski",2006,NA
"22064",224000,"Powiat ząbkowicki",2006,NA
"22065",225000,"Powiat zgorzelecki",2006,NA
"22066",226000,"Powiat złotoryjski",2006,NA
"22067",261000,"Powiat m.Jelenia Góra",2006,NA
"22068",262000,"Powiat m.Legnica",2006,NA
"22069",264000,"Powiat m.Wrocław",2006,NA
"22070",265000,"Powiat m.Wałbrzych od 2013",2006,NA
"22071",401000,"Powiat aleksandrowski",2006,NA
"22072",402000,"Powiat brodnicki",2006,NA
"22073",403000,"Powiat bydgoski",2006,NA
"22074",404000,"Powiat chełmiński",2006,NA
"22075",405000,"Powiat golubsko-dobrzyński",2006,NA
"22076",406000,"Powiat grudziądzki",2006,NA
"22077",407000,"Powiat inowrocławski",2006,NA
"22078",408000,"Powiat lipnowski",2006,NA
"22079",409000,"Powiat mogileński",2006,NA
"22080",410000,"Powiat nakielski",2006,NA
"22081",411000,"Powiat radziejowski",2006,NA
"22082",412000,"Powiat rypiński",2006,NA
"22083",413000,"Powiat sępoleński",2006,NA
"22084",414000,"Powiat świecki",2006,NA
"22085",415000,"Powiat toruński",2006,NA
"22086",416000,"Powiat tucholski",2006,NA
"22087",417000,"Powiat wąbrzeski",2006,NA
"22088",418000,"Powiat włocławski",2006,NA
"22089",419000,"Powiat żniński",2006,NA
"22090",461000,"Powiat m.Bydgoszcz",2006,NA
"22091",462000,"Powiat m.Grudziądz",2006,NA
"22092",463000,"Powiat m.Toruń",2006,NA
"22093",464000,"Powiat m.Włocławek",2006,NA
"22094",601000,"Powiat bialski",2006,NA
"22095",602000,"Powiat biłgorajski",2006,NA
"22096",603000,"Powiat chełmski",2006,NA
"22097",604000,"Powiat hrubieszowski",2006,NA
"22098",605000,"Powiat janowski",2006,NA
"22099",606000,"Powiat krasnostawski",2006,NA
"22100",607000,"Powiat kraśnicki",2006,NA
"22101",608000,"Powiat lubartowski",2006,NA
"22102",609000,"Powiat lubelski",2006,NA
"22103",610000,"Powiat łęczyński",2006,NA
"22104",611000,"Powiat łukowski",2006,NA
"22105",612000,"Powiat opolski",2006,NA
"22106",613000,"Powiat parczewski",2006,NA
"22107",614000,"Powiat puławski",2006,NA
"22108",615000,"Powiat radzyński",2006,NA
"22109",616000,"Powiat rycki",2006,NA
"22110",617000,"Powiat świdnicki",2006,NA
"22111",618000,"Powiat tomaszowski",2006,NA
"22112",619000,"Powiat włodawski",2006,NA
"22113",620000,"Powiat zamojski",2006,NA
"22114",661000,"Powiat m.Biała Podlaska",2006,NA
"22115",662000,"Powiat m.Chełm",2006,NA
"22116",663000,"Powiat m.Lublin",2006,NA
"22117",664000,"Powiat m.Zamość",2006,NA
"22118",801000,"Powiat gorzowski",2006,NA
"22119",802000,"Powiat krośnieński",2006,NA
"22120",803000,"Powiat międzyrzecki",2006,NA
"22121",804000,"Powiat nowosolski",2006,NA
"22122",805000,"Powiat słubicki",2006,NA
"22123",806000,"Powiat strzelecko-drezdenecki",2006,NA
"22124",807000,"Powiat sulęciński",2006,NA
"22125",808000,"Powiat świebodziński",2006,NA
"22126",809000,"Powiat zielonogórski",2006,NA
"22127",810000,"Powiat żagański",2006,NA
"22128",811000,"Powiat żarski",2006,NA
"22129",812000,"Powiat wschowski",2006,NA
"22130",861000,"Powiat m.Gorzów Wielkopolski",2006,NA
"22131",862000,"Powiat m.Zielona Góra",2006,NA
"22132",1001000,"Powiat bełchatowski",2006,NA
"22133",1002000,"Powiat kutnowski",2006,NA
"22134",1003000,"Powiat łaski",2006,NA
"22135",1004000,"Powiat łęczycki",2006,NA
"22136",1005000,"Powiat łowicki",2006,NA
"22137",1006000,"Powiat łódzki wschodni",2006,NA
"22138",1007000,"Powiat opoczyński",2006,NA
"22139",1008000,"Powiat pabianicki",2006,NA
"22140",1009000,"Powiat pajęczański",2006,NA
"22141",1010000,"Powiat piotrkowski",2006,NA
"22142",1011000,"Powiat poddębicki",2006,NA
"22143",1012000,"Powiat radomszczański",2006,NA
"22144",1013000,"Powiat rawski",2006,NA
"22145",1014000,"Powiat sieradzki",2006,NA
"22146",1015000,"Powiat skierniewicki",2006,NA
"22147",1016000,"Powiat tomaszowski",2006,NA
"22148",1017000,"Powiat wieluński",2006,NA
"22149",1018000,"Powiat wieruszowski",2006,NA
"22150",1019000,"Powiat zduńskowolski",2006,NA
"22151",1020000,"Powiat zgierski",2006,NA
"22152",1021000,"Powiat brzeziński",2006,NA
"22153",1061000,"Powiat m.Łódź",2006,NA
"22154",1062000,"Powiat m.Piotrków Trybunalski",2006,NA
"22155",1063000,"Powiat m.Skierniewice",2006,NA
"22156",1201000,"Powiat bocheński",2006,NA
"22157",1202000,"Powiat brzeski",2006,NA
"22158",1203000,"Powiat chrzanowski",2006,NA
"22159",1204000,"Powiat dąbrowski",2006,NA
"22160",1205000,"Powiat gorlicki",2006,NA
"22161",1206000,"Powiat krakowski",2006,NA
"22162",1207000,"Powiat limanowski",2006,NA
"22163",1208000,"Powiat miechowski",2006,NA
"22164",1209000,"Powiat myślenicki",2006,NA
"22165",1210000,"Powiat nowosądecki",2006,NA
"22166",1211000,"Powiat nowotarski",2006,NA
"22167",1212000,"Powiat olkuski",2006,NA
"22168",1213000,"Powiat oświęcimski",2006,NA
"22169",1214000,"Powiat proszowicki",2006,NA
"22170",1215000,"Powiat suski",2006,NA
"22171",1216000,"Powiat tarnowski",2006,NA
"22172",1217000,"Powiat tatrzański",2006,NA
"22173",1218000,"Powiat wadowicki",2006,NA
"22174",1219000,"Powiat wielicki",2006,NA
"22175",1261000,"Powiat m.Kraków",2006,NA
"22176",1262000,"Powiat m.Nowy Sącz",2006,NA
"22177",1263000,"Powiat m.Tarnów",2006,NA
"22178",1401000,"Powiat białobrzeski",2006,NA
"22179",1402000,"Powiat ciechanowski",2006,NA
"22180",1403000,"Powiat garwoliński",2006,NA
"22181",1404000,"Powiat gostyniński",2006,NA
"22182",1405000,"Powiat grodziski",2006,NA
"22183",1406000,"Powiat grójecki",2006,NA
"22184",1407000,"Powiat kozienicki",2006,NA
"22185",1408000,"Powiat legionowski",2006,NA
"22186",1409000,"Powiat lipski",2006,NA
"22187",1410000,"Powiat łosicki",2006,NA
"22188",1411000,"Powiat makowski",2006,NA
"22189",1412000,"Powiat miński",2006,NA
"22190",1413000,"Powiat mławski",2006,NA
"22191",1414000,"Powiat nowodworski",2006,NA
"22192",1415000,"Powiat ostrołęcki",2006,NA
"22193",1416000,"Powiat ostrowski",2006,NA
"22194",1417000,"Powiat otwocki",2006,NA
"22195",1418000,"Powiat piaseczyński",2006,NA
"22196",1419000,"Powiat płocki",2006,NA
"22197",1420000,"Powiat płoński",2006,NA
"22198",1421000,"Powiat pruszkowski",2006,NA
"22199",1422000,"Powiat przasnyski",2006,NA
"22200",1423000,"Powiat przysuski",2006,NA
"22201",1424000,"Powiat pułtuski",2006,NA
"22202",1425000,"Powiat radomski",2006,NA
"22203",1426000,"Powiat siedlecki",2006,NA
"22204",1427000,"Powiat sierpecki",2006,NA
"22205",1428000,"Powiat sochaczewski",2006,NA
"22206",1429000,"Powiat sokołowski",2006,NA
"22207",1430000,"Powiat szydłowiecki",2006,NA
"22208",1432000,"Powiat warszawski zachodni",2006,NA
"22209",1433000,"Powiat węgrowski",2006,NA
"22210",1434000,"Powiat wołomiński",2006,NA
"22211",1435000,"Powiat wyszkowski",2006,NA
"22212",1436000,"Powiat zwoleński",2006,NA
"22213",1437000,"Powiat żuromiński",2006,NA
"22214",1438000,"Powiat żyrardowski",2006,NA
"22215",1461000,"Powiat m.Ostrołęka",2006,NA
"22216",1462000,"Powiat m.Płock",2006,NA
"22217",1463000,"Powiat m.Radom",2006,NA
"22218",1464000,"Powiat m.Siedlce",2006,NA
"22219",1465000,"Powiat m. st. Warszawa",2006,NA
"22220",1601000,"Powiat brzeski",2006,NA
"22221",1602000,"Powiat głubczycki",2006,NA
"22222",1603000,"Powiat kędzierzyńsko-kozielski",2006,NA
"22223",1604000,"Powiat kluczborski",2006,NA
"22224",1605000,"Powiat krapkowicki",2006,NA
"22225",1606000,"Powiat namysłowski",2006,NA
"22226",1607000,"Powiat nyski",2006,NA
"22227",1608000,"Powiat oleski",2006,NA
"22228",1609000,"Powiat opolski",2006,NA
"22229",1610000,"Powiat prudnicki",2006,NA
"22230",1611000,"Powiat strzelecki",2006,NA
"22231",1661000,"Powiat m.Opole",2006,NA
"22232",1801000,"Powiat bieszczadzki",2006,NA
"22233",1802000,"Powiat brzozowski",2006,NA
"22234",1803000,"Powiat dębicki",2006,NA
"22235",1804000,"Powiat jarosławski",2006,NA
"22236",1805000,"Powiat jasielski",2006,NA
"22237",1806000,"Powiat kolbuszowski",2006,NA
"22238",1807000,"Powiat krośnieński",2006,NA
"22239",1808000,"Powiat leżajski",2006,NA
"22240",1809000,"Powiat lubaczowski",2006,NA
"22241",1810000,"Powiat łańcucki",2006,NA
"22242",1811000,"Powiat mielecki",2006,NA
"22243",1812000,"Powiat niżański",2006,NA
"22244",1813000,"Powiat przemyski",2006,NA
"22245",1814000,"Powiat przeworski",2006,NA
"22246",1815000,"Powiat ropczycko-sędziszowski",2006,NA
"22247",1816000,"Powiat rzeszowski",2006,NA
"22248",1817000,"Powiat sanocki",2006,NA
"22249",1818000,"Powiat stalowowolski",2006,NA
"22250",1819000,"Powiat strzyżowski",2006,NA
"22251",1820000,"Powiat tarnobrzeski",2006,NA
"22252",1821000,"Powiat leski",2006,NA
"22253",1861000,"Powiat m.Krosno",2006,NA
"22254",1862000,"Powiat m.Przemyśl",2006,NA
"22255",1863000,"Powiat m.Rzeszów",2006,NA
"22256",1864000,"Powiat m.Tarnobrzeg",2006,NA
"22257",2001000,"Powiat augustowski",2006,NA
"22258",2002000,"Powiat białostocki",2006,NA
"22259",2003000,"Powiat bielski",2006,NA
"22260",2004000,"Powiat grajewski",2006,NA
"22261",2005000,"Powiat hajnowski",2006,NA
"22262",2006000,"Powiat kolneński",2006,NA
"22263",2007000,"Powiat łomżyński",2006,NA
"22264",2008000,"Powiat moniecki",2006,NA
"22265",2009000,"Powiat sejneński",2006,NA
"22266",2010000,"Powiat siemiatycki",2006,NA
"22267",2011000,"Powiat sokólski",2006,NA
"22268",2012000,"Powiat suwalski",2006,NA
"22269",2013000,"Powiat wysokomazowiecki",2006,NA
"22270",2014000,"Powiat zambrowski",2006,NA
"22271",2061000,"Powiat m.Białystok",2006,NA
"22272",2062000,"Powiat m.Łomża",2006,NA
"22273",2063000,"Powiat m.Suwałki",2006,NA
"22274",2201000,"Powiat bytowski",2006,NA
"22275",2202000,"Powiat chojnicki",2006,NA
"22276",2203000,"Powiat człuchowski",2006,NA
"22277",2204000,"Powiat gdański",2006,NA
"22278",2205000,"Powiat kartuski",2006,NA
"22279",2206000,"Powiat kościerski",2006,NA
"22280",2207000,"Powiat kwidzyński",2006,NA
"22281",2208000,"Powiat lęborski",2006,NA
"22282",2209000,"Powiat malborski",2006,NA
"22283",2210000,"Powiat nowodworski",2006,NA
"22284",2211000,"Powiat pucki",2006,NA
"22285",2212000,"Powiat słupski",2006,NA
"22286",2213000,"Powiat starogardzki",2006,NA
